"","pre_vote_intention","pre_vote_preference","pre_feel_clinton","pre_feel_trump","pre_feel_dem","pre_feel_rep","pre_ideo_self","pre_guaranteed_job","pre_birthright_citizenship","pre_help_blacks","pre_wall_mexico","pre_enviroment","pre_troops_isis","pre_syrian_refugee","pre_climate","pre_paid_leave","post_equal_pay","post_vaccine","post_freetrade","post_bank_regulation","post_healthcare","post_feel_clinton","post_feel_trump","post_feel_christian_fundamentalists","post_feel_feminists","post_feel_liberals","post_feel_labor_unions","post_feel_poor_people","post_feel_big_business","post_feel_conservatives","post_feel_the_u.s._supreme_court","post_feel_gay_men_and_lesbians","post_feel_congress","post_feel_rich_people","post_feel_muslims","post_feel_christians","post_feel_jews","post_feel_tea_party","post_feel_police","post_feel_transgender_people","post_feel_scientists","post_feel_black_lives_matter","pre_budget_sec","pre_budget_school","pre_budget_sci","pre_budget_crime","pre_budget_welfare","pre_budget_childcare","pre_budget_poverty","pre_budget_env","religion_importance","age","edu_num","race","gender","income_group","weight"
"97","Yes","Trump",15,70,15,85,4,4,2,1,6,3,2,6,2,1,2,3,2,6,2,40,70,70,60,70,60,70,60,60,60,50,40,60,60,85,85,70,70,50,85,50,1,1,1,1,-1,1,0,1,1,58,10,"White, non-Hispanic","Female",25,1.376
"98","Yes",NA,30,30,40,60,5,5,4,5,3,4,2,6,4,1,1,1,6,3,4,15,50,40,50,30,30,60,40,60,60,50,30,50,40,85,50,15,60,50,70,30,1,1,0,1,0,0,0,0,1,69,13,"Other","Male",14,0.931
"99","No",NA,50,50,50,50,NA,4,4,6,99,3,4,4,2,1,1,4,4,4,3,50,50,50,50,50,50,60,50,50,50,50,50,50,50,60,50,50,50,50,60,50,1,1,1,1,-1,1,1,1,1,19,10,"Hispanic","Male",24,1.343
"100","Yes","Clinton",70,15,70,40,NA,99,7,6,99,99,4,4,1,1,1,4,4,2,4,60,15,60,50,70,85,70,60,50,40,50,40,60,60,60,85,50,40,70,100,70,0,1,1,0,0,1,0,1,0,30,9,"Hispanic","Male",12,0.559
"101","Yes","Trump",0,70,0,60,5,99,3,1,7,2,1,7,2,5,1,4,6,2,4,0,70,50,100,40,70,100,0,60,70,100,30,50,0,100,85,15,100,50,70,0,1,1,1,1,-1,0,1,1,1,75,9,"White, non-Hispanic","Female",11,1.869
"102","Yes","Trump",0,70,30,60,5,7,4,1,5,5,6,7,4,4,1,4,4,4,4,30,100,50,85,15,40,85,50,60,40,85,60,60,15,100,85,70,100,50,100,0,1,1,1,0,-1,0,1,1,0,50,9,"White, non-Hispanic","Male",22,1.232
"103","Yes",NA,60,15,85,50,NA,3,2,2,4,6,6,4,2,2,2,4,4,2,1,85,15,50,85,70,100,100,70,60,85,85,70,85,85,85,85,50,100,70,100,85,1,1,1,1,-1,1,1,1,1,54,13,"Hispanic","Male",17,0.484
"104",NA,NA,30,30,100,0,NA,99,7,7,4,99,2,7,2,1,1,4,4,4,2,50,70,50,50,50,85,100,50,50,50,100,50,30,50,100,50,50,100,100,70,70,1,1,1,1,-1,1,1,1,1,38,9,"White, non-Hispanic","Female",13,1.048
"105","Yes","Trump",40,60,40,60,NA,7,4,1,7,4,4,5,3,1,1,2,7,1,2,0,60,50,15,0,40,40,15,50,30,50,40,15,0,50,50,50,60,50,70,40,1,1,1,1,-1,1,1,1,1,27,10,"White, non-Hispanic","Female",14,1.457
"106","Yes","Trump",0,85,50,50,3,4,7,4,7,NA,7,7,7,6,1,2,2,4,3,0,85,50,40,60,50,40,30,50,40,50,30,50,30,50,50,50,70,50,60,30,1,1,1,-1,NA,NA,1,0,1,69,11,"White, non-Hispanic","Female",1,0.141
"107","Yes",NA,15,40,15,40,4,5,4,4,5,4,4,6,5,2,1,1,4,4,4,15,60,40,50,40,50,60,60,40,60,70,40,60,50,50,50,60,85,50,85,50,1,1,1,1,-1,0,0,0,0,33,9,"Asian, native Hawaiian or other Pacif Islr,non-Hispanic","Female",17,0.943
"108",NA,NA,0,70,0,70,6,7,1,2,7,3,2,7,4,1,3,4,3,3,6,0,85,70,0,0,40,50,70,85,60,0,40,60,0,85,85,70,100,0,60,0,0,0,1,0,-1,0,0,0,1,26,9,"White, non-Hispanic","Male",13,0.495
"109","Yes","Clinton",70,40,60,60,3,2,4,7,4,2,5,3,2,2,1,1,2,4,2,60,40,70,70,70,60,70,60,70,60,70,60,70,70,70,70,70,85,85,70,60,-1,1,1,1,1,-1,1,1,1,34,12,"Hispanic","Female",11,0.293
"110","Yes","Clinton",85,0,60,30,3,3,4,7,5,1,7,2,1,1,1,1,1,2,2,70,0,30,100,100,70,85,60,40,85,100,40,100,100,100,100,30,85,85,100,100,0,1,1,-1,0,1,1,1,0,33,13,"White, non-Hispanic","Female",24,0.59
"111","Yes","Trump",15,60,40,60,5,5,7,2,3,3,1,7,1,2,1,2,2,4,4,15,40,50,40,50,30,50,50,50,50,50,50,50,50,50,70,50,60,50,60,50,0,1,1,0,0,1,1,1,1,57,10,"White, non-Hispanic","Male",1,0.67
"112","Yes",NA,0,0,50,60,4,6,4,4,5,4,4,4,4,6,2,1,4,1,7,0,60,50,50,50,40,50,50,50,0,60,15,60,50,70,50,50,85,50,50,40,0,1,0,0,-1,-1,0,0,1,27,11,"White, non-Hispanic","Male",23,0.624
"113","Yes","Trump",0,100,30,70,5,3,1,1,1,3,7,7,NA,2,4,4,4,4,6,0,85,85,0,15,40,70,70,70,85,50,60,70,0,85,85,40,85,50,50,70,1,1,1,1,-1,1,-1,1,1,38,9,"Hispanic","Female",20,1.385
"114","Yes","Clinton",85,0,100,NA,4,4,1,1,7,5,1,7,2,1,3,3,7,2,2,100,0,60,50,50,100,70,60,60,80,60,80,30,0,90,90,NA,90,70,NA,30,1,1,1,1,0,1,1,1,1,81,9,"White, non-Hispanic","Male",1,1.385
"115","No",NA,30,0,40,15,3,4,6,4,5,4,4,4,4,4,1,1,4,2,3,40,0,NA,50,60,40,70,40,40,40,70,40,40,50,70,70,50,60,60,60,50,1,1,0,1,1,0,1,0,1,51,95,"White, non-Hispanic","Female",1,1.512
"116","Yes","Clinton",85,40,70,70,NA,5,4,7,4,4,2,4,NA,2,1,2,4,4,2,60,15,70,60,70,60,60,70,70,60,30,60,NA,60,100,85,15,85,15,NA,85,1,1,0,1,-1,NA,0,0,1,75,9,"White, non-Hispanic","Female",11,0.416
"117","Yes","Trump",0,100,0,100,6,7,7,1,7,4,1,7,4,4,1,1,4,1,2,0,100,70,50,0,85,100,100,85,85,70,70,70,15,100,70,85,85,70,100,0,1,1,1,1,0,0,0,0,1,74,11,"White, non-Hispanic","Female",13,0.312
"118","Yes","Clinton",30,30,60,40,2,3,7,7,3,1,2,1,1,1,1,1,1,2,2,15,15,0,60,100,100,85,0,0,100,50,50,0,85,0,100,0,50,70,100,85,1,1,1,1,1,1,1,1,0,43,13,"White, non-Hispanic","Male",25,1.638
"119","No",NA,50,15,60,50,4,4,4,4,4,3,4,4,1,1,3,2,4,1,1,60,30,60,70,70,70,100,60,60,85,85,60,40,60,70,60,50,70,70,100,100,1,1,1,1,-1,1,1,1,0,58,13,"White, non-Hispanic","Male",25,0.962
"120","Yes",NA,40,0,65,35,1,2,5,7,3,1,7,1,2,1,1,1,2,1,3,75,0,10,90,90,65,90,20,30,60,100,50,15,75,50,85,10,50,100,80,75,1,1,1,1,1,1,1,1,0,36,13,"White, non-Hispanic","Female",3,1.094
"121","No",NA,30,30,40,60,NA,5,4,6,99,99,4,6,4,1,1,1,2,4,3,40,60,60,60,50,50,50,60,60,50,100,50,50,50,70,85,50,70,85,60,70,1,1,0,1,1,1,1,0,1,23,13,"White, non-Hispanic","Female",7,1.796
"122","Yes","Trump",0,70,40,85,6,5,4,1,4,6,4,7,6,1,1,2,2,NA,NA,0,85,100,50,50,30,100,70,100,60,50,70,100,30,100,100,85,100,60,70,50,0,0,1,1,-1,1,1,-1,1,88,10,"White, non-Hispanic","Female",3,0.405
"123","Yes","Trump",0,60,30,70,6,5,7,7,7,1,1,6,4,2,1,1,7,4,2,0,85,100,70,60,85,85,85,85,60,30,60,85,30,100,85,0,100,0,85,0,1,1,1,1,-1,0,1,0,1,57,9,"White, non-Hispanic","Female",18,0.877
"124","Yes","Clinton",70,0,85,0,2,4,4,7,4,1,7,2,1,1,1,1,4,1,2,70,0,15,100,100,50,100,15,50,60,100,50,50,100,60,100,0,70,100,100,85,0,1,1,0,0,0,0,1,0,59,14,"White, non-Hispanic","Female",16,0.841
"125",NA,NA,0,60,50,60,6,4,2,1,4,6,4,4,4,2,1,1,6,6,6,0,70,50,40,40,60,70,70,85,60,30,60,60,50,85,85,60,85,40,85,0,0,-1,0,1,-1,1,0,0,1,86,14,"White, non-Hispanic","Female",5,0.291
"126","Yes",NA,15,60,50,50,NA,99,5,2,5,99,4,7,4,4,1,NA,4,NA,1,0,85,50,50,50,50,70,50,50,60,50,60,50,50,70,70,50,70,50,50,40,1,1,0,0,1,0,0,0,1,84,10,"White, non-Hispanic","Female",5,0.205
"127",NA,NA,85,15,70,30,2,2,6,7,1,99,6,1,2,2,1,2,3,4,1,100,0,85,15,85,50,85,70,70,60,0,70,70,30,85,60,50,85,15,70,70,1,1,1,1,1,1,1,1,1,60,7,"Hispanic","Male",5,0.44
"128","Yes","Clinton",70,0,60,15,2,4,7,7,1,2,6,1,1,6,1,1,4,1,2,60,0,30,85,85,85,85,30,NA,70,100,15,50,85,70,100,15,NA,85,100,70,0,1,1,1,0,0,1,1,0,45,13,"White, non-Hispanic","Male",15,0.816
"129","Yes","Clinton",70,0,85,30,5,3,7,7,4,1,2,4,3,4,1,1,2,1,4,85,0,50,70,50,70,NA,30,70,60,50,70,50,70,85,NA,0,60,NA,100,70,0,1,0,1,0,0,0,1,1,72,13,"Black, non-Hispanic","Female",14,0.387
"130","Yes","Clinton",60,30,85,0,3,4,1,4,7,4,7,NA,4,1,1,1,NA,1,NA,60,30,15,40,50,50,50,40,40,50,50,15,15,30,60,50,0,30,50,85,0,1,1,1,0,0,1,1,-1,NA,36,13,"White, non-Hispanic","Male",21,0.671
"131","Yes","Clinton",85,0,100,50,NA,4,5,1,NA,99,6,5,2,2,1,1,1,4,2,100,70,85,100,85,85,100,85,85,100,70,85,85,60,100,100,100,100,100,100,NA,1,1,1,0,1,1,1,1,0,86,4,"White, non-Hispanic","Male",2,1.333
"132","Yes","Clinton",85,0,85,15,2,4,4,7,3,2,2,4,2,1,1,1,2,3,1,85,0,0,100,100,30,100,50,70,70,100,30,70,85,85,100,30,100,100,100,85,1,1,1,1,1,1,1,1,0,55,13,"White, non-Hispanic",NA,26,0.748
"133","Yes",NA,30,15,40,60,NA,99,2,6,3,2,2,4,NA,1,2,1,1,2,2,40,40,NA,50,50,40,60,30,50,60,50,50,50,50,70,60,50,70,40,50,30,1,1,1,1,0,1,0,1,0,50,10,"White, non-Hispanic","Female",22,0.3
"134","Yes","Clinton",70,30,70,15,2,4,2,7,4,1,7,3,1,1,1,1,1,2,2,85,50,60,50,85,100,60,85,40,60,70,50,70,60,60,85,40,50,70,85,100,1,1,1,0,0,0,1,1,1,68,9,"Black, non-Hispanic","Male",12,0.603
"135","Yes","Clinton",70,15,70,15,2,4,4,7,3,2,7,2,2,2,1,1,4,2,2,60,15,15,60,70,60,60,30,40,40,50,30,40,50,50,50,15,70,50,85,60,1,1,1,1,0,1,0,1,0,69,13,"White, non-Hispanic","Male",12,0.811
"136","Yes","Trump",0,100,30,40,4,5,6,2,6,4,2,7,7,4,1,4,6,5,7,0,100,50,40,40,40,70,50,70,60,85,40,70,70,85,100,60,85,85,85,0,1,-1,1,1,-1,0,0,-1,1,62,10,"White, non-Hispanic","Female",20,0.347
"137",NA,NA,40,70,60,60,4,2,4,2,6,2,2,6,4,2,2,2,4,4,2,30,70,60,50,30,70,85,40,60,60,50,60,50,30,70,50,30,85,50,85,30,1,1,1,1,0,1,1,1,1,42,11,"White, non-Hispanic","Male",10,1.204
"138","Yes",NA,40,60,70,15,4,6,4,7,7,4,7,7,1,1,7,1,6,1,2,70,70,70,60,70,60,70,15,40,70,50,15,70,0,70,70,0,15,50,85,0,1,1,0,0,0,0,0,1,0,42,10,"Other","Female",15,0.426
"139","Yes","Trump",15,70,40,40,5,6,7,1,5,4,1,7,6,1,1,1,4,4,NA,30,70,60,30,30,70,50,15,7,70,50,30,50,0,100,50,60,100,50,100,40,1,1,1,1,-1,1,1,-1,1,25,11,"White, non-Hispanic","Male",NA,0.857
"140","Yes","Trump",0,60,0,15,6,6,1,1,6,3,7,7,4,1,1,1,1,2,2,0,85,50,85,15,0,85,60,85,70,85,0,70,70,85,85,85,100,85,70,30,1,-1,1,1,-1,1,1,-1,0,55,11,"Hispanic","Male",19,0.7
"141","Yes","Clinton",85,15,70,50,2,3,4,7,2,5,6,2,4,1,1,2,2,4,4,100,30,40,70,70,100,85,40,50,70,70,70,50,70,85,85,50,85,50,85,100,0,1,0,1,0,0,1,0,1,76,14,"White, non-Hispanic","Female",20,0.971
"142","Yes","Clinton",70,0,90,0,1,1,7,7,1,1,6,1,1,1,1,1,4,1,1,85,0,0,100,100,85,85,30,30,60,100,40,60,100,30,100,0,40,100,100,100,1,1,1,-1,1,1,1,1,0,31,13,"White, non-Hispanic","Female",8,0.947
"143","Yes","Clinton",60,0,40,40,2,1,6,7,2,2,3,1,1,1,1,1,3,2,2,40,30,30,70,70,50,100,40,60,60,100,15,40,70,85,85,0,60,100,100,70,0,1,1,0,1,1,1,1,0,35,13,"Hispanic","Male",19,1.034
"144","Yes","Clinton",85,50,70,50,NA,4,4,4,5,3,4,4,4,2,1,4,2,2,2,100,0,60,60,NA,85,0,60,50,60,0,50,70,50,85,15,50,70,0,85,100,0,1,0,0,-1,1,0,1,1,25,9,"Black, non-Hispanic","Male",17,1.539
"145","Yes",NA,0,0,40,60,5,5,7,4,5,4,4,4,4,1,1,7,NA,2,4,0,15,50,60,70,60,70,60,70,50,70,50,70,70,70,85,70,70,60,70,70,1,1,0,0,0,0,0,0,1,34,9,"Native American or Alaska Native, non-Hispanic","Female",22,0.96
"146","Yes",NA,50,70,50,50,4,5,1,3,7,3,6,7,4,2,1,1,7,3,4,50,60,50,50,50,30,50,30,50,50,50,30,0,50,50,50,50,85,50,70,0,1,1,1,1,-1,1,0,0,0,38,10,"White, non-Hispanic","Female",7,0.225
"147","Yes","Trump",0,70,30,50,6,4,4,1,6,6,2,3,7,3,1,1,NA,2,6,15,85,70,50,40,50,100,70,85,70,40,30,50,50,100,100,85,100,40,85,0,0,-1,-1,1,-1,-1,0,-1,1,73,13,"White, non-Hispanic",NA,NA,0.302
"148","Yes","Clinton",60,15,60,40,5,3,7,7,2,3,3,1,2,1,1,1,NA,4,2,60,30,80,50,60,60,80,50,80,70,80,40,70,70,80,90,NA,80,70,70,80,1,1,1,1,1,1,1,0,1,52,14,"White, non-Hispanic","Female",21,0.5
"149","Yes","Clinton",70,0,70,0,4,4,4,7,99,99,7,7,NA,1,1,6,7,2,2,85,0,50,30,50,60,60,40,40,30,50,40,30,40,60,50,50,60,50,85,50,1,1,1,1,1,1,1,1,0,65,10,"White, non-Hispanic","Female",9,1.822
"150","Yes","Trump",0,70,15,60,6,5,4,4,5,4,1,7,4,1,1,1,4,4,6,0,70,50,15,0,40,50,30,60,15,50,15,50,30,50,50,30,15,50,50,0,1,1,1,1,-1,1,-1,0,1,45,13,"White, non-Hispanic","Female",25,0.257
"151","Yes","Trump",15,70,0,70,NA,3,4,1,7,1,2,7,2,2,1,3,2,1,2,40,85,70,50,40,70,50,60,60,85,30,70,60,15,70,50,50,100,50,85,50,1,1,1,1,-1,1,1,1,0,59,12,"White, non-Hispanic","Male",12,0.666
"152",NA,NA,0,0,50,50,4,3,7,7,4,5,7,4,1,1,4,2,5,4,4,0,0,70,50,15,60,70,40,15,40,50,50,70,50,50,50,40,60,50,60,50,0,0,1,0,0,1,1,1,1,25,10,"Hispanic","Male",3,0.522
"153","Yes","Clinton",70,0,70,15,2,3,7,7,3,1,4,4,1,2,1,1,2,2,4,70,0,40,85,85,70,85,60,60,70,85,40,70,85,85,100,30,85,85,85,85,1,1,1,1,1,1,1,1,0,37,14,"White, non-Hispanic","Female",28,1.335
"154","Yes","Clinton",85,0,85,0,NA,2,7,7,7,1,4,4,4,4,1,5,2,4,2,50,60,50,60,60,50,70,50,60,85,40,70,40,60,60,50,50,100,50,85,7,1,1,1,1,1,1,1,1,1,66,9,"White, non-Hispanic","Female",14,0.423
"155","Yes","Trump",15,85,50,70,7,6,4,4,6,6,1,6,7,1,1,1,7,7,2,0,85,40,30,15,15,70,60,70,50,15,30,70,30,85,70,85,85,30,70,NA,0,-1,1,1,-1,-1,-1,-1,1,74,13,"White, non-Hispanic","Male",13,0.231
"156","Yes","Clinton",100,50,100,70,7,3,7,1,1,2,1,7,4,1,7,4,1,4,1,100,0,100,70,70,85,100,85,85,100,100,85,85,85,85,70,70,85,70,100,85,1,1,1,1,1,1,1,1,1,57,9,"Black, non-Hispanic","Female",2,0.507
"157","Yes","Clinton",60,50,60,50,3,5,4,6,5,2,3,4,4,4,1,6,2,2,4,50,60,40,60,60,70,50,30,50,50,60,30,50,50,60,50,60,85,50,70,50,1,1,1,0,-1,1,0,0,0,24,12,"White, non-Hispanic","Male",16,0.567
"158","No",NA,40,50,50,50,5,NA,2,2,1,7,6,4,4,2,1,4,2,4,2,50,40,50,50,60,85,70,50,70,70,70,70,50,50,100,70,50,100,50,50,85,0,1,1,1,1,1,1,1,1,23,10,"White, non-Hispanic","Male",11,1.184
"159","Yes","Trump",40,60,40,40,3,6,1,2,6,5,2,6,7,2,1,2,2,1,1,40,70,40,40,60,60,100,70,40,60,50,50,30,100,85,100,15,60,100,100,30,0,1,1,-1,-1,1,0,1,0,43,13,"White, non-Hispanic","Male",22,0.62
"160","Yes",NA,15,40,15,40,4,5,4,7,4,1,2,4,2,4,1,1,2,2,6,0,30,40,70,40,50,50,40,50,70,50,30,50,50,70,50,50,85,50,85,40,1,1,1,1,-1,1,0,1,1,58,13,"White, non-Hispanic","Female",27,1.096
"161","Yes","Clinton",60,30,85,60,NA,NA,2,7,1,99,7,7,2,1,1,4,1,1,1,85,50,100,85,50,85,100,50,70,50,50,50,50,60,100,100,50,70,50,70,100,1,-1,1,1,1,-1,1,1,1,42,9,"Black, non-Hispanic","Female",13,1.621
"162",NA,NA,100,0,100,0,NA,2,4,7,5,3,2,4,2,1,1,6,2,4,2,70,0,70,50,50,60,85,70,70,50,50,50,50,85,60,60,100,100,50,100,60,1,1,-1,1,-1,1,1,1,1,57,10,"Native American or Alaska Native, non-Hispanic","Female",9,0.316
"163","Yes",NA,5,0,85,60,NA,99,7,NA,7,1,7,7,4,1,1,4,7,4,4,60,85,85,100,100,85,100,100,100,100,0,100,70,NA,100,85,50,100,0,100,85,1,0,-1,0,-1,-1,-1,0,1,30,4,"Other","Female",5,2.762
"164","Yes","Trump",50,100,30,100,NA,5,4,2,99,99,6,7,4,1,1,1,2,2,3,40,100,70,50,15,100,70,70,30,40,0,70,50,0,100,40,50,85,30,85,40,1,1,1,1,0,0,0,0,1,87,9,"White, non-Hispanic","Female",1,4.339
"165","Yes","Trump",0,70,30,60,6,7,5,1,5,4,2,6,5,2,1,1,2,3,5,30,75,55,60,60,55,85,70,75,55,60,30,65,60,95,80,80,70,50,85,30,0,1,1,0,-1,0,0,0,0,56,12,"White, non-Hispanic","Male",18,3.68
"166","Yes",NA,14,35,15,49,6,5,5,3,5,5,2,6,2,5,2,1,4,1,4,15,40,30,30,30,30,40,60,70,70,85,40,40,30,60,85,60,70,40,100,0,1,1,1,1,0,0,0,1,0,23,12,"White, non-Hispanic","Male",3,1.383
"167","No",NA,0,0,0,30,6,6,6,2,3,5,3,3,4,2,1,1,1,4,3,0,15,50,50,15,40,50,60,85,60,50,15,50,50,70,50,70,100,50,85,15,0,0,1,0,-1,1,1,0,1,71,12,"Hispanic","Male",18,0.171
"168","Yes","Clinton",70,15,70,15,2,3,7,7,1,1,4,1,1,1,1,1,2,2,4,70,15,15,70,85,70,70,30,30,70,85,50,40,85,70,50,15,70,100,100,100,1,1,1,0,0,1,1,1,0,19,9,"White, non-Hispanic","Female",11,0.727
"169","Yes",NA,30,40,70,60,5,6,4,6,99,5,4,6,4,2,6,4,5,4,2,50,70,70,60,60,60,70,85,70,70,60,70,50,60,70,60,70,70,60,70,60,1,1,0,1,0,0,0,0,0,44,9,"White, non-Hispanic","Male",14,0.865
"170",NA,NA,30,0,50,50,4,4,7,7,7,1,2,2,1,1,1,1,4,4,2,40,40,50,30,50,50,50,60,50,50,60,50,30,60,70,50,50,60,60,40,30,0,1,0,1,0,1,1,1,0,21,11,"White, non-Hispanic","Female",3,2.023
"171","Yes","Clinton",70,0,40,15,4,6,4,7,6,3,7,7,2,2,1,2,6,4,2,85,0,50,40,40,50,70,50,30,60,50,40,85,40,85,30,40,85,30,100,40,1,1,1,1,-1,0,1,1,1,67,10,"White, non-Hispanic","Male",7,0.209
"172","Yes","Clinton",70,30,40,50,NA,99,4,3,99,99,4,4,7,4,2,5,4,3,4,60,30,50,50,50,50,0,60,60,50,15,40,50,40,50,50,50,40,50,50,70,-1,1,0,1,-1,1,1,0,1,23,7,"Hispanic","Female",8,1.658
"173","Yes","Clinton",70,15,85,30,2,2,6,7,3,2,1,4,1,1,1,2,6,1,3,85,30,0,85,85,60,60,15,15,40,85,30,40,30,40,70,15,70,85,70,70,1,1,1,1,-1,1,1,1,0,41,13,"Other","Female",23,1.232
"174","Yes","Trump",25,75,0,75,7,5,7,1,5,6,1,7,6,7,1,1,2,2,6,0,85,100,40,0,40,85,60,100,70,0,40,60,50,100,70,100,100,15,50,0,0,-1,-1,1,-1,0,0,-1,1,78,7,"White, non-Hispanic","Female",7,0.192
"175",NA,NA,0,100,0,100,6,6,1,1,5,6,2,7,7,3,1,1,4,6,2,15,100,85,15,15,15,50,85,100,50,0,50,85,15,85,85,85,85,0,85,0,-1,-1,1,1,-1,1,-1,-1,1,74,13,"Hispanic","Female",26,0.757
"176","Yes","Trump",70,85,40,30,6,7,6,7,6,4,4,6,2,1,4,1,7,7,7,30,60,15,60,15,60,15,85,15,70,70,0,40,50,85,60,0,15,60,90,15,0,1,1,-1,-1,0,0,1,0,53,13,"White, non-Hispanic","Male",27,1.103
"177","Yes","Trump",0,40,15,60,7,6,2,3,5,6,3,3,7,3,3,3,3,3,7,0,30,100,15,0,15,85,60,60,60,50,60,60,40,100,100,60,100,50,50,0,0,0,-1,1,-1,-1,-1,-1,1,63,12,"White, non-Hispanic","Male",21,0.772
"178","Yes","Trump",0,60,30,60,6,7,4,2,7,6,2,7,6,1,1,1,4,6,5,15,85,50,15,30,15,50,50,60,70,50,30,50,50,50,50,60,85,50,50,15,0,-1,1,1,-1,0,0,-1,1,65,11,"White, non-Hispanic","Female",25,1.323
"179","Yes","Trump",40,40,40,60,4,6,2,4,6,5,2,4,5,4,1,1,4,4,5,30,70,40,40,60,70,50,60,40,60,50,40,50,50,85,70,50,85,50,70,60,1,1,1,1,-1,-1,-1,1,1,64,13,"White, non-Hispanic","Female",15,0.481
"180","Yes","Clinton",60,0,50,30,6,5,4,6,4,3,5,4,4,3,1,1,6,4,7,40,15,50,50,40,30,50,50,70,70,50,30,50,50,50,50,0,70,50,85,50,-1,1,1,0,-1,0,-1,0,0,24,14,"White, non-Hispanic","Male",26,1.854
"181","Yes","Clinton",70,30,70,50,5,5,7,7,4,1,2,4,5,1,1,2,4,4,2,100,50,100,100,85,100,100,100,100,100,0,100,85,50,100,100,50,100,0,100,100,1,1,1,1,-1,1,0,1,1,50,9,"Black, non-Hispanic","Male",9,1.309
"182","Yes",NA,85,50,70,70,4,3,4,4,4,2,2,4,4,1,1,3,2,4,4,50,50,100,60,85,60,70,70,60,70,85,85,50,85,100,85,70,100,85,85,85,1,1,1,1,-1,0,-1,1,1,23,9,"Black, non-Hispanic","Female",22,1.437
"183",NA,NA,85,0,100,0,3,3,7,7,3,1,NA,2,2,1,1,1,2,4,2,85,0,70,70,70,85,85,15,15,85,85,30,50,85,85,85,0,85,85,70,85,1,1,1,1,1,1,1,1,0,25,13,"White, non-Hispanic","Male",11,0.276
"184","Yes","Trump",0,30,15,40,4,6,4,4,6,99,7,6,5,1,1,2,2,4,4,0,30,40,60,50,40,60,40,70,50,85,50,50,60,85,85,50,60,70,85,60,1,1,0,0,0,0,0,0,1,44,13,"White, non-Hispanic","Female",17,1.303
"185","Yes","Clinton",100,0,100,0,2,3,6,7,2,1,6,2,1,1,1,1,3,1,2,100,0,0,100,85,85,100,40,0,70,85,15,30,60,40,70,0,70,70,100,85,1,1,1,-1,1,1,1,1,0,76,14,"White, non-Hispanic","Female",16,0.313
"186","Yes",NA,0,0,15,60,6,6,2,7,4,4,1,3,4,4,1,1,1,6,4,0,0,60,85,30,15,70,70,85,100,40,15,70,85,100,100,30,100,50,100,60,1,1,1,1,-1,1,-1,-1,1,68,14,"White, non-Hispanic","Male",25,0.64
"187","Yes","Clinton",70,50,60,70,4,5,3,3,6,4,4,4,7,4,4,4,4,4,4,85,50,85,60,60,40,85,70,50,70,85,85,70,85,85,50,70,70,70,70,85,-1,1,1,1,-1,-1,-1,-1,0,21,10,"White, non-Hispanic","Female",2,2.327
"188","Yes",NA,0,0,60,60,NA,6,5,7,6,2,5,2,1,2,1,1,4,4,1,30,15,60,30,40,60,70,60,60,70,30,40,50,50,85,70,50,70,30,60,40,0,1,0,0,0,0,1,1,1,67,11,"White, non-Hispanic","Female",9,0.194
"189","Yes","Trump",0,85,15,85,6,7,1,4,6,4,4,7,5,2,2,1,4,4,4,0,85,60,40,15,30,85,50,85,70,50,70,70,40,85,60,60,85,50,70,15,0,0,1,1,-1,0,0,0,1,68,9,"White, non-Hispanic","Female",20,2.656
"190","Yes","Clinton",85,0,85,0,1,3,7,7,1,1,4,1,1,1,1,1,2,4,2,85,0,0,100,85,50,50,60,40,70,100,50,50,50,50,50,15,60,100,100,100,1,1,0,0,1,1,1,1,0,35,14,"Asian, native Hawaiian or other Pacif Islr,non-Hispanic","Female",21,1.041
"191","Yes","Trump",15,70,30,70,NA,5,1,1,6,6,2,6,4,2,2,2,2,2,4,30,70,70,50,40,30,60,70,70,60,50,40,50,40,60,50,40,85,40,70,30,1,1,0,1,-1,1,0,0,0,61,10,"White, non-Hispanic","Male",22,1.031
"192","Yes","Clinton",50,0,60,15,2,1,7,7,1,1,3,1,1,1,1,1,NA,1,1,60,0,15,100,85,85,85,15,60,NA,100,0,NA,NA,NA,NA,0,40,100,100,100,1,1,1,-1,1,1,1,1,0,25,13,"White, non-Hispanic","Male",9,0.356
"193","Yes","Trump",0,85,15,15,4,99,1,1,6,4,6,7,4,2,1,1,7,1,2,0,85,15,0,70,100,70,30,15,60,0,15,60,15,100,85,0,100,0,100,0,1,0,1,1,0,1,0,0,1,67,12,"White, non-Hispanic","Male",14,0.908
"194","Yes","Trump",0,30,15,60,5,4,4,7,5,99,4,7,NA,1,1,1,2,4,2,15,60,50,100,40,85,100,50,85,70,50,50,50,85,100,100,50,100,100,85,0,1,1,0,1,0,1,0,0,1,68,14,"White, non-Hispanic","Female",23,1.64
"195",NA,NA,60,0,50,50,4,4,5,7,5,2,1,4,4,3,2,4,2,4,4,70,50,NA,50,50,60,60,60,50,60,30,60,50,30,70,NA,NA,70,30,50,30,0,0,1,1,0,0,-1,0,1,32,9,"Hispanic","Male",17,0.853
"196","Yes","Trump",0,70,10,40,6,5,2,1,3,4,1,7,6,6,1,6,4,6,6,0,85,70,50,15,30,85,50,85,70,50,40,50,40,100,70,85,85,50,50,30,1,0,1,1,0,1,1,0,1,62,11,"White, non-Hispanic","Male",13,0.8
