idnumber,CNweight,current_democracy,previous_democracy,future_democracy,democracy_fit,national_interest,family_interest,year_schooling,region,gender,education,education_num,occupation,age,vote,election_freefair,secure_feeling,pol_interest,pol_news,internet_use,pol_discuss,contact_highest,contact_high_official,contact_com_leader,contact_influent_non_official,contact_media,oi_gov_resp_voters,oi_gov_employee,oi_media_freedom,oi_individualism,oi_election_necc,oi_multiparty,trust_court,trust_nat_gov,trust_party,trust_local_gov,local_part,petition,protest,regime_capability,system_proud,qg_people_power,qg_equality,qg_speech_freedom,qg_gathering_freedom,qg_responsiveness,local_corruption,defend_system,current_china_influence,future_china_influence
107,0.8316045511811848,10,8,10,9,4,3,8,urban,Male,Complete secondary/high school: technical/vocational type,5,Working in family business,46,Yes,5,3,3,4,1,2,0,1,0,0,0,-2,2,1,1,1,-1,4,4,4,4,0,0,0,4,3,3,3,3,3,4,2,3,1,1
109,0.8316045511811848,NA,NA,NA,NA,NA,4,4,urban,Male,Incomplete primary/elementary,2,Working in family business,42,Not applicable,NA,3,3,4,0,0,0,0,0,0,0,NA,-1,NA,1,NA,NA,3,NA,NA,NA,0,0,0,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA
126,1.0161151775589086,8,4,10,6,3,2,15,urban,Male,Complete secondary/high school,7,Not employed,22,Not applicable,NA,3,3,3,5,1,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,0,0,0,2,2,2,2,2,2,3,3,3,1,1
127,1.1343538453772095,8,5,10,NA,3,3,9,urban,Female,Complete secondary/high school: technical/vocational type,5,Working for an outside employer,19,Yes,2,3,3,4,0,1,0,0,0,0,0,1,1,1,1,1,-1,3,4,4,4,0,0,0,NA,NA,3,3,3,3,2,3,3,1,1
128,1.1333441062900562,NA,NA,NA,5,3,3,1,urban,Male,Complete secondary/high school: technical/vocational type,5,Working in family business,30,Not applicable,NA,3,3,4,1,0,0,0,0,0,0,1,-1,1,-1,1,-1,3,4,4,3,0,0,0,3,3,3,3,3,3,3,3,2,1,1
129,0.9283729259234262,9,NA,10,7,3,3,3,urban,Female,Incomplete primary/elementary,2,Working in family business,40,No,2,2,2,3,0,1,0,2,0,0,0,1,1,1,1,1,-2,2,3,3,3,0,0,0,4,4,3,2,2,2,3,2,3,0,1
135,0.7907724910902311,8,5,10,6,4,4,6,rural,Male,Complete primary/elementary,3,Peasant/farmer,68,Not applicable,NA,3,4,4,0,2,1,0,2,0,0,-1,1,-2,2,-2,-1,3,4,4,3,0,0,0,4,4,4,4,4,3,4,2,2,1,1
136,0.7907724910902311,8,7,10,5,4,2,6,rural,Male,Complete primary/elementary,3,Not employed,70,Yes,4,3,4,4,0,2,0,0,2,2,0,2,-1,-2,2,2,1,3,4,4,4,0,0,0,3,NA,4,3,3,3,3,2,4,1,1
137,0.7907724910902311,8,6,9,10,3,4,5,rural,Male,Incomplete primary/elementary,2,Peasant/farmer,67,Yes,5,3,4,4,0,1,0,0,0,0,0,1,1,-2,2,1,-1,2,4,4,3,0,0,0,3,3,3,3,3,3,3,2,3,0,1
138,0.856105462941635,8,6,10,9,3,3,12,rural,Male,Complete secondary/high school,7,Peasant/farmer,56,Yes,5,3,3,4,0,0,0,0,0,0,0,1,1,-1,-1,1,-1,3,4,4,3,0,0,0,3,3,2,3,3,3,3,2,3,1,1
139,0.7872015315258817,6,NA,9,10,3,3,9,rural,Male,Complete secondary/high school: technical/vocational type,5,Working for an outside employer,46,Yes,5,3,3,4,0,1,0,0,0,1,0,-1,1,-1,1,1,-1,3,4,4,4,0,0,0,3,3,3,3,3,3,4,2,4,0,1
140,0.7907724910902311,8,7,9,9,3,3,2,rural,Male,Incomplete primary/elementary,2,Peasant/farmer,60,Yes,5,3,3,4,4,1,0,0,0,0,0,-1,-1,-1,1,1,NA,3,4,4,3,0,0,0,3,3,3,2,3,3,3,2,3,1,1
141,0.7907724910902311,9,6,10,9,3,3,9,rural,Male,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,67,Yes,4,4,4,4,0,2,0,2,0,2,0,1,1,-1,1,1,-1,4,4,4,4,0,0,0,3,3,3,2,NA,NA,4,2,3,1,1
142,0.7872015315258817,9,7,10,7,3,3,2,rural,Male,Some university education,8,Working for an outside employer,49,Yes,5,4,3,4,1,1,1,2,0,0,0,1,2,1,1,1,-2,3,4,4,3,0,0,0,4,3,3,3,3,NA,4,1,4,1,1
143,0.7907724910902311,NA,6,10,7,3,3,5,rural,Male,Complete primary/elementary,3,Peasant/farmer,64,Yes,5,4,4,4,0,1,0,2,2,2,0,2,1,1,-1,2,-2,3,4,4,4,0,0,0,3,3,3,NA,3,NA,4,2,3,1,1
144,0.7907724910902311,10,5,10,8,3,4,0,rural,Male,Incomplete primary/elementary,2,Peasant/farmer,79,Yes,4,4,3,4,0,2,0,2,0,0,0,2,1,1,-1,2,-1,4,4,4,4,0,0,0,3,3,3,3,3,3,3,2,3,1,1
145,0.7907724910902311,10,6,10,8,3,4,0,rural,Male,Incomplete primary/elementary,2,Not employed,71,Yes,5,4,3,4,0,1,0,2,0,0,0,1,2,1,1,1,-1,3,4,4,3,0,0,0,3,4,3,3,3,3,4,2,4,0,0
146,0.856105462941635,8,9,10,10,3,3,9,rural,Male,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,50,Yes,5,3,2,4,0,1,0,1,0,0,0,1,2,-1,NA,2,-1,4,4,4,3,0,0,0,2,3,3,3,3,2,4,2,4,1,1
147,1.0096336220149031,NA,7,10,6,3,3,0,urban,Female,Incomplete primary/elementary,2,Not employed,51,Not applicable,NA,3,2,3,0,1,0,0,0,0,0,2,-1,-1,1,1,1,3,3,3,3,0,0,0,NA,3,NA,3,4,3,4,3,3,NA,NA
148,0.856105462941635,9,5,10,8,3,3,10,rural,Male,Complete secondary/high school,7,Working for an outside employer,55,Yes,4,4,3,4,5,0,0,2,0,1,0,-1,1,-1,1,1,1,3,4,4,3,0,0,0,3,3,3,3,3,2,4,2,3,1,1
149,1.1333441062900562,10,7,10,10,3,3,8,urban,Male,Complete secondary/high school: technical/vocational type,5,Working in family business,37,No,5,3,2,4,0,1,0,1,1,1,0,-1,1,1,1,1,-1,3,4,4,3,1,1,0,3,3,2,3,2,3,4,2,3,1,1
150,0.8316045511811848,10,5,10,7,3,3,6,urban,Male,Incomplete secondary/high school: technical/vocational type,4,Working in family business,48,Yes,5,3,1,4,0,2,1,1,0,2,0,-1,-1,-1,1,1,-1,3,4,4,4,1,0,0,3,3,3,3,3,3,4,2,4,0,0
151,0.8316045511811848,NA,7,10,8,3,3,8,urban,Male,Complete secondary/high school: technical/vocational type,5,Working in family business,41,Yes,4,3,2,4,0,1,0,0,0,0,0,2,1,1,1,2,1,4,4,4,4,0,0,0,3,3,3,2,2,2,2,3,3,1,1
152,0.8316045511811848,NA,NA,NA,9,3,2,4,urban,Male,Incomplete primary/elementary,2,Working for an outside employer,48,Yes,5,3,3,3,0,1,0,2,0,0,0,1,-1,1,-1,2,-2,4,4,4,3,0,0,0,3,4,3,3,3,3,4,2,3,1,NA
153,0.8316045511811848,10,NA,10,NA,3,4,8,urban,Male,Complete secondary/high school: technical/vocational type,5,Self-employed or business owner,45,Yes,5,4,2,3,0,1,0,0,1,1,0,1,1,1,1,2,-1,4,4,4,4,0,0,0,NA,3,4,3,3,3,4,2,4,NA,NA
154,0.8316045511811848,10,6,10,10,3,3,8,urban,Male,Complete secondary/high school: technical/vocational type,5,Working for an outside employer,40,Yes,5,3,2,2,1,1,0,1,0,0,0,-1,1,1,-1,1,-2,3,4,4,3,0,0,0,3,3,3,2,3,2,3,NA,3,1,NA
155,0.9043950891372622,8,6,9,7,3,3,9,urban,Male,Complete secondary/high school: technical/vocational type,5,Working in family business,50,Yes,5,3,3,4,0,0,0,2,0,0,0,-1,1,-1,1,-1,-1,3,3,3,3,2,0,0,3,3,3,3,3,3,4,2,3,0,1
156,0.9043950891372622,9,7,10,10,3,3,5,urban,Male,Complete primary/elementary,3,Peasant/farmer,55,Yes,5,3,3,3,0,1,0,2,0,0,0,-1,1,-1,1,-1,-1,NA,3,3,3,0,0,0,3,3,3,3,3,3,3,3,3,0,NA
157,0.9043950891372622,10,9,10,10,3,3,9,urban,Male,Complete secondary/high school: technical/vocational type,5,Working for an outside employer,54,Yes,5,3,4,4,4,2,0,2,0,0,2,-2,2,-2,2,2,-2,3,4,4,3,0,0,0,4,4,3,3,3,2,4,2,3,1,1
158,0.8316045511811848,6,4,10,8,3,3,11,urban,Male,Complete secondary/high school,7,Self-employed or business owner,42,Yes,5,3,3,4,4,1,0,2,0,0,0,-1,1,-1,1,1,-1,3,4,4,4,2,0,0,3,3,3,3,3,2,4,2,4,1,1
159,0.9283729259234262,NA,NA,NA,NA,3,3,5,urban,Female,Complete primary/elementary,3,Working in family business,42,Not applicable,NA,3,2,4,4,1,0,0,0,1,0,-2,-2,1,1,1,-1,3,4,4,4,0,0,0,3,4,3,3,4,NA,3,2,3,NA,NA
160,0.9043950891372622,9,7,10,10,4,3,12,urban,Male,Complete secondary/high school,7,Working in family business,52,Not applicable,NA,3,3,3,0,0,0,1,0,0,0,2,-1,-1,1,2,-2,3,4,4,4,0,0,0,4,4,3,3,3,3,4,NA,3,0,1
161,0.8353769348807448,9,5,10,10,4,4,5,urban,Male,Complete primary/elementary,3,Peasant/farmer,79,Yes,4,3,4,4,0,2,2,2,2,1,0,1,-2,1,1,2,-2,3,4,4,4,0,0,0,4,4,2,3,4,2,4,2,NA,1,1
162,0.8316045511811848,NA,NA,NA,NA,2,3,5,urban,Male,Complete primary/elementary,3,Working in family business,42,Yes,5,2,1,1,0,0,0,1,0,0,0,1,-1,1,1,1,-1,2,4,4,2,0,0,0,3,3,3,3,3,3,4,3,NA,NA,NA
164,0.7872015315258817,10,10,10,10,3,3,8,rural,Male,Complete secondary/high school: technical/vocational type,5,Working for an outside employer,43,No,4,3,3,4,1,1,0,0,1,1,0,1,-1,-1,-1,1,1,3,4,4,3,0,0,0,3,3,3,3,3,2,4,2,3,1,1
165,0.8788030177036141,NA,NA,NA,NA,3,3,9,rural,Female,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,45,NA,3,3,3,2,0,1,0,0,0,0,0,1,-1,-1,1,1,-1,3,4,4,3,0,0,0,3,3,3,2,3,3,3,3,2,0,1
166,0.8788030177036141,10,8,10,8,3,3,8,rural,Female,Complete secondary/high school: technical/vocational type,5,Working in family business,47,Yes,NA,3,2,2,0,1,0,0,0,0,0,1,1,1,1,1,-2,3,4,4,3,0,0,0,3,3,3,3,3,3,3,3,3,0,1
167,0.7872015315258817,1,1,10,NA,3,3,5,rural,Male,Complete primary/elementary,3,Working for an outside employer,42,Not applicable,NA,3,3,1,0,0,0,0,0,0,0,-1,-1,1,NA,-1,-1,3,3,3,3,0,0,0,3,3,3,3,3,2,4,NA,3,NA,NA
168,1.265223936713798,7,4,10,8,3,3,8,urban,Female,Complete secondary/high school: technical/vocational type,5,Working in family business,36,No,2,4,3,4,5,2,0,0,0,0,0,1,1,-1,1,1,-1,4,4,4,3,0,0,0,3,3,3,3,3,3,3,3,3,0,1
169,1.0096336220149031,NA,NA,NA,8,3,3,3,urban,Female,Incomplete primary/elementary,2,Working in family business,50,Not applicable,NA,3,2,1,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,3,4,4,3,0,0,0,3,3,3,2,3,3,3,3,NA,0,0
170,1.265223936713798,6,5,8,7,3,3,7,urban,Female,Incomplete secondary/high school: technical/vocational type,4,Working in family business,34,Not applicable,NA,3,3,4,0,1,0,1,1,1,0,1,-1,1,1,-1,1,3,3,3,3,1,0,0,3,3,3,3,3,2,2,3,3,1,1
171,0.9283729259234262,10,6,10,7,4,3,8,urban,Female,Complete secondary/high school: technical/vocational type,5,Working in family business,46,No,5,3,3,4,4,2,0,1,0,1,0,-1,1,1,1,1,-1,3,3,4,3,1,0,0,3,3,2,2,2,2,NA,2,2,NA,NA
172,0.9618603251328185,8,7,10,9,3,3,14,rural,Male,Complete secondary/high school,7,Not employed,22,Not applicable,NA,3,2,3,4,1,0,0,0,0,0,-1,1,-1,-1,1,1,3,3,4,3,0,0,0,3,3,3,4,3,2,3,3,3,1,1
173,0.7907724910902311,NA,8,10,8,3,3,8,rural,Male,Complete secondary/high school: technical/vocational type,5,Working for an outside employer,60,Yes,3,3,3,4,0,1,0,0,0,0,0,1,1,1,1,1,-1,3,4,3,3,0,0,0,3,3,3,2,3,2,3,2,3,1,1
174,0.9283729259234262,10,NA,10,9,3,3,5,urban,Female,Complete primary/elementary,3,Working for an outside employer,49,Yes,3,3,2,2,0,1,0,1,0,0,0,-1,-1,1,1,-1,-1,2,4,4,3,0,0,0,3,3,3,2,3,NA,3,3,3,0,1
175,1.0728298864528265,10,4,10,5,3,3,8,rural,Male,Complete secondary/high school: technical/vocational type,5,Working for an outside employer,33,Not applicable,NA,3,2,4,1,1,0,0,0,0,0,1,1,1,1,1,-1,2,4,4,2,0,0,0,3,3,3,3,3,3,3,3,3,0,0
176,0.7872015315258817,8,9,10,1,3,3,8,rural,Male,Complete secondary/high school: technical/vocational type,5,Not employed,40,Yes,3,3,3,4,0,2,0,0,0,0,0,1,-1,-1,1,-1,1,3,3,3,3,0,0,0,3,3,3,3,3,2,3,3,3,1,NA
177,0.7907724910902311,NA,8,9,9,3,4,5,rural,Male,Complete primary/elementary,3,Working for an outside employer,66,Yes,5,3,3,4,0,2,0,2,0,0,0,-2,-1,2,2,1,-2,NA,4,4,3,0,0,0,3,3,3,NA,3,3,3,2,3,0,1
178,0.7907724910902311,10,NA,10,8,3,3,1,rural,Male,Incomplete primary/elementary,2,Peasant/farmer,71,NA,4,3,2,2,0,1,0,2,0,2,0,1,-1,-1,-1,1,-1,2,4,4,3,0,0,0,3,3,3,3,3,3,3,NA,3,1,1
179,1.0737857111350257,8,3,5,4,3,3,12,rural,Female,Complete secondary/high school,7,Working in family business,25,NA,4,2,3,2,5,1,0,0,0,0,0,-1,1,-1,-1,-1,-1,2,3,4,2,0,0,0,3,NA,3,2,2,2,3,2,3,0,1
180,0.7872015315258817,NA,NA,NA,9,2,3,9,rural,Male,Complete secondary/high school: technical/vocational type,5,Working in family business,41,Not applicable,NA,3,2,1,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,NA,NA,4,4,0,0,0,3,NA,3,2,3,3,3,2,NA,NA,NA
181,0.856105462941635,9,8,10,10,3,3,9,rural,Male,Complete secondary/high school,7,Working for an outside employer,56,Yes,3,4,4,4,0,2,2,2,0,2,0,1,1,-1,-1,1,-2,3,3,3,3,2,0,0,3,3,2,1,1,1,3,2,3,1,0
182,1.0728298864528265,NA,5,10,10,3,3,11,rural,Male,Complete secondary/high school,7,Working for an outside employer,32,No,5,3,2,3,1,1,0,0,0,0,0,1,1,1,1,1,-1,4,4,4,4,0,0,0,3,3,2,3,3,2,4,1,2,1,1
183,0.856105462941635,10,5,10,7,3,3,8,rural,Male,Complete secondary/high school: technical/vocational type,5,Working in family business,55,No,4,3,3,4,0,1,0,0,0,0,0,-1,-1,2,2,2,-1,NA,3,NA,3,0,0,0,3,3,3,3,3,3,4,3,3,1,1
184,1.0728298864528265,9,8,10,9,3,3,5,rural,Male,Complete primary/elementary,3,Working in family business,35,Yes,2,3,3,3,0,1,0,1,0,2,0,-2,1,-1,-1,2,-2,3,4,3,3,0,0,0,3,4,3,NA,3,2,4,3,3,0,1
185,1.0728298864528265,8,8,8,10,3,3,7,rural,Male,Complete secondary/high school,7,Peasant/farmer,37,Yes,2,3,3,4,0,2,0,0,1,0,0,-1,1,-1,1,-1,-2,3,4,4,2,2,0,0,4,3,2,2,2,3,4,3,4,1,1
186,0.856105462941635,10,5,10,5,3,3,8,rural,Male,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,51,Not applicable,NA,4,2,3,0,0,0,1,0,1,0,1,1,1,-1,1,-1,NA,3,4,2,0,0,0,3,3,2,2,3,3,2,3,3,NA,1
187,0.856105462941635,7,NA,10,NA,3,3,8,rural,Male,Complete secondary/high school: technical/vocational type,5,Working for an outside employer,53,Not applicable,NA,3,3,2,0,0,0,0,0,0,0,1,-1,1,1,1,-1,2,3,3,3,0,0,0,3,3,3,3,3,2,NA,NA,NA,0,1
188,0.856105462941635,8,5,9,8,3,3,1,rural,Male,Incomplete primary/elementary,2,Peasant/farmer,59,Yes,5,3,3,4,0,0,2,0,2,0,0,-1,1,-2,2,1,-1,NA,4,4,4,0,0,0,3,3,3,3,3,3,3,2,3,1,0
189,0.7872015315258817,6,6,10,6,3,3,5,rural,Male,Complete primary/elementary,3,Peasant/farmer,40,No,4,3,3,4,0,0,0,0,0,0,0,-1,1,-2,2,1,-1,3,3,3,2,0,0,0,3,3,3,3,3,3,4,2,3,1,1
190,0.7907724910902311,9,5,10,5,3,3,3,rural,Male,Incomplete primary/elementary,2,Peasant/farmer,63,Yes,4,3,3,4,0,1,1,0,0,0,0,-1,1,2,-2,-1,-2,3,4,4,2,1,0,0,4,3,3,3,3,2,4,3,4,0,1
191,1.0728298864528265,9,7,10,8,3,3,8,rural,Male,Complete secondary/high school: technical/vocational type,5,Working for an outside employer,35,Yes,4,3,2,3,0,0,0,0,0,0,0,-2,1,-1,-1,1,-1,3,3,3,3,0,0,0,3,3,3,3,2,2,3,2,3,1,NA
192,0.9618603251328185,6,3,9,4,3,4,10,rural,Male,Complete secondary/high school,7,Working in family business,29,No,4,1,3,3,1,1,0,1,0,0,0,-1,1,2,2,1,2,3,4,2,3,0,0,0,2,2,3,2,2,2,3,4,2,1,1
193,0.8788030177036141,NA,NA,NA,NA,4,4,7,rural,Female,Incomplete secondary/high school: technical/vocational type,4,Peasant/farmer,48,Yes,4,3,3,4,0,0,NA,0,0,0,0,NA,-2,1,1,2,-2,NA,3,4,3,1,0,0,4,NA,2,3,3,3,NA,1,NA,NA,NA
194,0.856105462941635,NA,NA,9,9,3,3,5,rural,Male,Complete primary/elementary,3,Peasant/farmer,55,Yes,5,3,1,3,0,2,0,0,0,0,0,1,NA,1,1,1,NA,1,NA,4,3,0,0,0,2,NA,3,2,3,2,2,NA,3,1,1
195,0.856105462941635,NA,NA,10,5,3,3,0,rural,Male,Incomplete primary/elementary,2,Peasant/farmer,58,Yes,4,3,2,1,0,0,0,1,0,0,0,1,1,1,1,1,-1,3,3,4,3,0,0,0,3,3,3,3,3,3,4,3,3,0,0
196,0.7907724910902311,9,9,NA,9,3,2,5,rural,Male,Complete primary/elementary,3,Peasant/farmer,66,Yes,NA,3,3,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,-2,NA,4,4,4,0,0,0,4,4,2,2,2,2,3,2,NA,NA,NA
197,0.8827895064432449,NA,NA,NA,NA,NA,3,0,rural,Female,Complete primary/elementary,3,Peasant/farmer,63,No,NA,2,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
198,0.7872015315258817,10,8,10,10,3,3,11,rural,Male,Complete secondary/high school,7,Working in family business,48,Yes,5,4,3,4,0,2,0,0,0,0,0,-1,1,1,1,1,-1,4,4,4,4,0,0,0,3,3,3,3,3,3,4,NA,3,0,0
199,0.7872015315258817,7,7,10,10,3,3,8,rural,Male,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,47,No,4,4,3,1,0,1,0,0,0,0,0,-1,1,1,-1,1,-1,4,4,4,4,0,0,0,3,3,2,3,NA,NA,NA,NA,3,0,0
200,0.7907724910902311,10,10,10,10,3,3,10,rural,Male,Complete secondary/high school: technical/vocational type,5,Working for an outside employer,73,Not applicable,5,4,2,4,0,0,0,2,0,0,0,-1,NA,-1,-1,1,-1,NA,4,4,4,0,0,0,3,3,3,3,2,2,2,NA,3,NA,NA
201,1.0728298864528265,8,6,8,7,3,3,9,rural,Male,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,36,Yes,3,4,3,4,0,1,0,0,0,0,0,-1,1,-1,1,1,-1,4,4,4,3,0,0,0,3,2,3,2,2,2,3,3,3,1,1
203,0.7907724910902311,8,7,10,10,4,4,40,rural,Male,Complete primary/elementary,3,Peasant/farmer,70,Yes,3,3,4,1,0,1,0,0,2,2,0,-2,1,NA,-1,1,1,4,4,4,3,0,0,0,NA,3,2,2,3,3,4,NA,NA,NA,NA
204,0.7872015315258817,10,7,10,10,3,3,13,rural,Male,Complete secondary/high school,7,Peasant/farmer,48,Yes,3,4,3,4,0,1,2,2,0,0,0,-1,-1,1,-1,1,-1,4,4,4,4,NA,0,0,3,3,3,3,3,3,4,1,3,0,NA
205,0.9618603251328185,10,2,10,NA,4,4,6,rural,Male,Incomplete secondary/high school: technical/vocational type,4,Working for an outside employer,27,No,4,3,3,4,5,1,0,0,0,0,0,-1,-1,2,2,2,-1,2,3,1,1,0,0,0,3,3,2,3,3,3,2,4,2,0,1
206,0.856105462941635,NA,7,10,6,3,3,0,rural,Male,Incomplete primary/elementary,2,Peasant/farmer,57,Yes,4,3,2,4,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,3,3,4,3,0,0,0,3,3,3,3,3,3,NA,NA,2,NA,NA
207,0.856105462941635,10,NA,10,NA,3,3,0,rural,Male,Incomplete primary/elementary,2,Peasant/farmer,54,No,5,3,2,4,0,0,0,0,0,0,0,-1,NA,NA,1,NA,NA,3,4,4,2,0,0,0,NA,3,NA,NA,3,NA,3,3,NA,NA,NA
208,0.7872015315258817,9,5,NA,NA,3,3,7,rural,Male,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,45,Not applicable,5,3,4,4,0,1,0,0,0,0,0,-1,-1,-1,-1,1,-1,2,2,4,3,0,0,0,3,2,3,3,3,3,3,2,2,0,0
209,0.856105462941635,NA,9,10,NA,3,3,7,rural,Male,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,53,Yes,5,4,4,4,0,1,2,2,0,1,0,-2,-1,NA,1,1,-2,3,4,4,4,2,0,0,4,3,3,3,3,2,4,2,3,1,1
210,0.7907724910902311,9,NA,9,6,2,3,0,rural,Male,Incomplete primary/elementary,2,Not employed,72,No,3,2,2,2,0,0,0,0,0,0,0,-1,-1,-1,1,1,-1,3,3,2,2,0,0,0,3,3,NA,2,3,3,2,2,NA,NA,NA
211,0.7872015315258817,5,10,8,5,3,3,8,rural,Male,Incomplete secondary/high school,6,Peasant/farmer,47,Not applicable,NA,3,3,0,0,1,0,2,0,1,0,-1,-1,-1,1,1,-1,2,3,3,3,0,0,0,3,3,3,2,3,3,2,3,2,0,0
212,1.0728298864528265,8,5,10,10,3,3,8,rural,Male,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,34,Not applicable,NA,4,3,4,0,1,0,2,0,0,0,2,2,-2,2,2,-2,3,4,4,4,0,0,0,3,3,3,3,3,2,4,2,3,0,1
213,0.7907724910902311,NA,NA,NA,10,3,3,8,rural,Male,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,67,Yes,5,1,2,4,0,2,0,0,0,0,0,1,1,-2,2,2,-2,4,4,4,4,0,0,0,3,3,3,3,2,2,3,2,3,1,0
214,0.7872015315258817,10,10,10,10,3,4,8,rural,Male,Incomplete secondary/high school,6,Peasant/farmer,47,Yes,4,4,3,4,0,1,2,2,0,1,0,-2,1,-2,2,1,1,4,4,4,3,0,0,0,3,4,3,4,4,4,4,2,4,1,1
215,0.7872015315258817,10,NA,10,10,4,3,7,rural,Male,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,45,No,5,3,3,4,0,1,0,0,0,0,0,-1,-1,1,-1,1,1,NA,4,4,4,0,0,0,3,3,3,4,4,4,4,1,3,NA,NA
216,0.7872015315258817,NA,2,10,7,2,3,5,rural,Male,Complete primary/elementary,3,Peasant/farmer,42,Yes,5,3,4,0,0,1,0,0,0,2,0,-1,-1,2,-2,1,-2,3,3,3,4,0,0,0,3,4,3,3,4,4,4,2,3,0,0
217,0.856105462941635,4,4,10,4,3,4,5,rural,Male,Complete primary/elementary,3,Working in family business,52,Yes,4,3,3,2,0,1,0,2,0,2,0,1,-1,2,-2,2,2,2,4,4,3,1,0,0,4,4,3,2,3,3,3,2,3,NA,NA
218,0.856105462941635,8,7,10,9,3,3,5,rural,Male,Complete primary/elementary,3,Peasant/farmer,53,Yes,4,3,3,4,0,1,0,1,0,0,0,1,-1,-1,1,-1,-1,3,4,4,3,0,0,0,3,3,3,3,3,3,3,2,3,0,0
219,0.856105462941635,8,3,10,10,2,3,0,rural,Male,Incomplete primary/elementary,2,Peasant/farmer,52,No,4,3,2,1,0,1,0,0,0,0,0,-1,1,1,1,1,-1,3,3,3,3,0,0,0,3,3,3,3,3,3,3,2,3,1,1
220,0.9618603251328185,10,4,10,6,1,4,5,rural,Male,Complete primary/elementary,3,Peasant/farmer,28,No,4,3,3,4,0,1,0,0,1,1,0,-1,-2,-2,2,-1,-1,3,4,3,3,2,0,0,3,3,2,3,4,2,2,2,3,0,0
221,0.7872015315258817,9,6,9,4,3,3,12,rural,Male,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,45,Yes,4,3,2,3,0,1,0,0,1,0,0,-1,-1,2,2,1,1,3,3,3,2,1,0,0,3,3,3,2,3,2,2,2,3,1,1
222,0.856105462941635,10,10,10,10,3,3,9,rural,Male,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,50,Yes,5,4,3,4,0,1,2,2,0,1,0,-1,-1,-1,-1,1,-1,4,4,4,3,0,2,0,3,3,3,3,3,2,3,2,3,1,1
223,0.7872015315258817,8,NA,10,NA,3,3,3,rural,Male,Incomplete primary/elementary,2,Peasant/farmer,45,Yes,3,3,2,3,0,0,0,0,0,0,0,-2,-1,-1,-1,1,-1,4,4,4,4,0,0,0,3,NA,3,3,2,3,NA,NA,3,NA,NA
224,0.7907724910902311,9,5,10,8,3,3,3,rural,Male,Incomplete primary/elementary,2,Peasant/farmer,60,Yes,4,3,2,4,0,1,0,0,0,0,0,-1,-1,1,-1,1,-1,3,4,3,3,0,0,0,3,3,3,3,3,3,3,NA,3,NA,NA
225,0.7907724910902311,7,5,8,5,3,3,0,rural,Male,Incomplete primary/elementary,2,Peasant/farmer,75,Yes,4,3,3,4,0,1,0,0,0,0,0,1,-1,1,-1,1,1,3,3,4,3,2,0,0,3,3,3,3,3,2,3,2,3,1,1
226,0.7907724910902311,NA,2,NA,6,3,3,0,rural,Male,Complete primary/elementary,3,Peasant/farmer,60,Yes,3,3,2,3,0,1,0,0,0,0,0,-1,NA,1,NA,1,-1,3,NA,NA,NA,0,0,0,2,2,2,3,2,2,2,NA,3,1,NA
227,0.7907724910902311,NA,NA,NA,10,3,2,0,rural,Male,Incomplete primary/elementary,2,Peasant/farmer,63,Not applicable,NA,3,2,2,0,0,0,2,0,0,0,NA,2,NA,2,2,NA,NA,NA,NA,NA,2,0,0,NA,2,3,2,2,2,2,NA,NA,NA,1
228,0.7872015315258817,5,3,10,5,4,1,11,rural,Male,Complete secondary/high school,7,Working for an outside employer,49,No,4,3,2,4,0,1,0,1,0,0,0,-2,-1,-1,1,-1,-1,4,3,3,3,0,1,0,3,3,2,3,3,3,4,1,2,0,1
229,0.856105462941635,NA,NA,NA,10,3,4,11,rural,Male,Complete secondary/high school,7,Peasant/farmer,59,No,4,3,1,4,0,0,0,0,0,0,0,2,2,-2,2,2,NA,NA,3,4,3,0,0,0,3,3,2,3,3,2,4,2,3,1,0
230,1.19766807347271,NA,NA,10,NA,3,4,8,rural,Female,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,33,No,4,3,3,2,0,1,0,0,0,0,0,-1,-1,1,1,1,-2,NA,3,3,3,1,0,0,3,3,2,3,3,2,3,2,2,1,1
